Gamma	GammaRot	J	Ka	Kc	GammaVib	v1	v2	v3	v4	v5	v6	Tag	Obs	Uncertainty	Source
1	1	21	10	12	1	0	0	0	0	0	0	21-10-12-0-0-0-0-0-0	823.656221808	0.000439109	Marvel
2	2	21	10	11	1	0	0	0	0	0	0	21-10-11-0-0-0-0-0-0	823.65633781	0.000418071	Marvel
3	3	21	11	11	1	0	0	0	0	0	0	21-11-11-0-0-0-0-0-0	901.364143902	0.000703414	Marvel
4	4	21	11	10	1	0	0	0	0	0	0	21-11-10-0-0-0-0-0-0	901.364239013	0.000566391	Marvel
1	1	21	12	10	1	0	0	0	0	0	0	21-12-10-0-0-0-0-0-0	986.372270805	0.000550758	Marvel
2	2	21	12	9	1	0	0	0	0	0	0	21-12-9-0-0-0-0-0-0	986.372362751	0.000551758	Marvel
3	3	21	13	9	1	0	0	0	0	0	0	21-13-9-0-0-0-0-0-0	1078.633103551	0.000871414	Marvel
4	4	21	13	8	1	0	0	0	0	0	0	21-13-8-0-0-0-0-0-0	1078.633173578	0.000700078	Marvel
1	1	21	14	8	1	0	0	0	0	0	0	21-14-8-0-0-0-0-0-0	1178.099589112	0.000716757	Marvel
2	2	21	14	7	1	0	0	0	0	0	0	21-14-7-0-0-0-0-0-0	1178.099657141	0.000717758	Marvel
3	3	21	15	7	1	0	0	0	0	0	0	21-15-7-0-0-0-0-0-0	1284.723996975	0.001039415	Marvel
4	4	21	15	6	1	0	0	0	0	0	0	21-15-6-0-0-0-0-0-0	1284.724063688	0.000866077	Marvel
1	1	21	16	6	1	0	0	0	0	0	0	21-16-6-0-0-0-0-0-0	1398.45726555	0.000882091	Marvel
2	2	21	16	5	1	0	0	0	0	0	0	21-16-5-0-0-0-0-0-0	1398.457344336	0.000883092	Marvel
4	4	21	17	4	1	0	0	0	0	0	0	21-17-4-0-0-0-0-0-0	1519.222350985	0.00018613	Marvel
3	3	21	17	5	1	0	0	0	0	0	0	21-17-5-0-0-0-0-0-0	1519.222350992	0.000186125	Marvel
2	2	21	18	3	1	0	0	0	0	0	0	21-18-3-0-0-0-0-0-0	1647.020866005	2.6722E-05	Marvel
1	1	21	18	4	1	0	0	0	0	0	0	21-18-4-0-0-0-0-0-0	1647.020866006	2.6722E-05	Marvel
2	2	21	0	21	1	0	1	0	0	0	0	21-0-21-0-1-0-0-0-0	2119.992709189	0.0004174	Marvel
3	3	21	1	21	1	0	1	0	0	0	0	21-1-21-0-1-0-0-0-0	2120.008141029	0.000701115	Marvel
4	4	21	1	20	1	0	1	0	0	0	0	21-1-20-0-1-0-0-0-0	2153.104080715	0.00052411	Marvel
1	1	21	2	20	1	0	1	0	0	0	0	21-2-20-0-1-0-0-0-0	2153.561938514	0.000418401	Marvel
2	2	21	2	19	1	0	1	0	0	0	0	21-2-19-0-1-0-0-0-0	2178.815070653	0.000486735	Marvel
3	3	21	3	19	1	0	1	0	0	0	0	21-3-19-0-1-0-0-0-0	2183.266932468	0.000766078	Marvel
4	4	21	3	18	1	0	1	0	0	0	0	21-3-18-0-1-0-0-0-0	2196.351298668	0.000767744	Marvel
1	1	21	4	18	1	0	1	0	0	0	0	21-4-18-0-1-0-0-0-0	2212.299708177	0.000491067	Marvel
2	2	21	4	17	1	0	1	0	0	0	0	21-4-17-0-1-0-0-0-0	2215.691618139	0.000493403	Marvel
3	3	21	5	17	1	0	1	0	0	0	0	21-5-17-0-1-0-0-0-0	2245.488942267	0.000767112	Marvel
4	4	21	5	16	1	0	1	0	0	0	0	21-5-16-0-1-0-0-0-0	2245.865481575	0.000766111	Marvel
1	1	21	6	16	1	0	1	0	0	0	0	21-6-16-0-1-0-0-0-0	2285.773090846	0.00049707	Marvel
2	2	21	6	15	1	0	1	0	0	0	0	21-6-15-0-1-0-0-0-0	2285.796162004	0.000496069	Marvel
2	2	21	0	21	1	0	0	0	2	0	0	21-0-21-0-0-0-2-0-0	2288.26178	0.0028	05LoUlBe
3	3	21	1	21	1	0	0	0	2	0	0	21-1-21-0-0-0-2-0-0	2288.27328	0.0028	05LoUlBe
4	4	21	1	20	1	0	0	0	2	0	0	21-1-20-0-0-0-2-0-0	2315.74587	0.0028	05LoUlBe
1	1	21	2	20	1	0	0	0	2	0	0	21-2-20-0-0-0-2-0-0	2316.07391	0.0028	05LoUlBe
3	3	21	7	15	1	0	1	0	0	0	0	21-7-15-0-1-0-0-0-0	2333.751346237	0.004371115	Marvel
4	4	21	7	14	1	0	1	0	0	0	0	21-7-14-0-1-0-0-0-0	2333.752501895	0.004371082	Marvel
2	2	21	2	19	1	0	0	0	2	0	0	21-2-19-0-0-0-2-0-0	2337.97363	0.0028	05LoUlBe
3	3	21	3	19	1	0	0	0	2	0	0	21-3-19-0-0-0-2-0-0	2341.29899	0.0028	05LoUlBe
4	3	21	1	21	2	0	0	0	1	0	1	21-1-21-0-0-0-1-0-1	2349.27538	0.0028	05LoUlBe
1	2	21	0	21	2	0	0	0	1	0	1	21-0-21-0-0-0-1-0-1	2349.4456	0.0028	05LoUlBe
1	1	21	4	18	1	0	0	0	2	0	0	21-4-18-0-0-0-2-0-0	2365.12472	0.0028	05LoUlBe
2	2	21	4	17	1	0	0	0	2	0	0	21-4-17-0-0-0-2-0-0	2369.92071	0.0028	05LoUlBe
3	4	21	1	20	2	0	0	0	1	0	1	21-1-20-0-0-0-1-0-1	2376.35432	0.0028	05LoUlBe
2	1	21	2	20	2	0	0	0	1	0	1	21-2-20-0-0-0-1-0-1	2377.11121	0.0028	05LoUlBe
1	1	21	8	14	1	0	1	0	0	0	0	21-8-14-0-1-0-0-0-0	2389.335030648	0.00066507	Marvel
2	2	21	8	13	1	0	1	0	0	0	0	21-8-13-0-1-0-0-0-0	2389.335068543	0.000671108	Marvel
4	4	21	5	16	1	0	0	0	2	0	0	21-5-16-0-0-0-2-0-0	2394.25673	0.0028	05LoUlBe
3	3	21	5	17	1	0	0	0	2	0	0	21-5-17-0-0-0-2-0-0	2394.29939	0.0028	05LoUlBe
3	3	21	1	21	1	0	0	0	0	0	2	21-1-21-0-0-0-0-0-2	2397.45484	0.0028	05LoUlBe
2	2	21	0	21	1	0	0	0	0	0	2	21-0-21-0-0-0-0-0-2	2397.49127	0.0028	05LoUlBe
1	2	21	2	19	2	0	0	0	1	0	1	21-2-19-0-0-0-1-0-1	2401.91472	0.0028	05LoUlBe
4	3	21	3	19	2	0	0	0	1	0	1	21-3-19-0-0-0-1-0-1	2405.74855	0.0028	05LoUlBe
2	2	21	6	15	1	0	0	0	2	0	0	21-6-15-0-0-0-2-0-0	2427.44394	0.0028	05LoUlBe
1	1	21	6	16	1	0	0	0	2	0	0	21-6-16-0-0-0-2-0-0	2428.10554	0.0028	05LoUlBe
2	1	21	4	18	2	0	0	0	1	0	1	21-4-18-0-0-0-1-0-1	2434.43967	0.0028	05LoUlBe
3	3	21	9	13	1	0	1	0	0	0	0	21-9-13-0-1-0-0-0-0	2452.415749623	0.000832704	Marvel
4	4	21	9	12	1	0	1	0	0	0	0	21-9-12-0-1-0-0-0-0	2452.4157938	0.000831703	Marvel
2	2	21	2	19	1	0	0	0	0	0	2	21-2-19-0-0-0-0-0-2	2459.95744	0.0028	05LoUlBe
3	4	21	5	16	2	0	0	0	1	0	1	21-5-16-0-0-0-1-0-1	2461.79861	0.0028	05LoUlBe
4	3	21	5	17	2	0	0	0	1	0	1	21-5-17-0-0-0-1-0-1	2463.02008	0.0028	05LoUlBe
3	3	21	3	19	1	0	0	0	0	0	2	21-3-19-0-0-0-0-0-2	2468.48683	0.0028	05LoUlBe
4	4	21	7	14	1	0	0	0	2	0	0	21-7-14-0-0-0-2-0-0	2471.39947	0.0028	05LoUlBe
2	4	21	1	20	3	0	0	1	1	0	0	21-1-20-0-0-1-1-0-0	2477.67307	0.0028	05LoUlBe
3	1	21	2	20	3	0	0	1	1	0	0	21-2-20-0-0-1-1-0-0	2477.83089	0.0028	05LoUlBe
4	4	21	3	18	1	0	0	0	0	0	2	21-3-18-0-0-0-0-0-2	2479.25161	0.0028	05LoUlBe
1	1	21	4	18	1	0	0	0	0	0	2	21-4-18-0-0-0-0-0-2	2497.38731	0.0028	05LoUlBe
2	2	21	4	17	1	0	0	0	0	0	2	21-4-17-0-0-0-0-0-2	2498.79259	0.0028	05LoUlBe
3	2	21	0	21	4	0	0	1	0	0	1	21-0-21-0-0-1-0-0-1	2502.53316	0.0028	05LoUlBe
1	2	21	6	15	2	0	0	0	1	0	1	21-6-15-0-0-0-1-0-1	2505.36502	0.0028	05LoUlBe
2	1	21	6	16	2	0	0	0	1	0	1	21-6-16-0-0-0-1-0-1	2506.73063	0.0028	05LoUlBe
4	2	21	2	19	3	0	0	1	1	0	0	21-2-19-0-0-1-1-0-0	2509.38785	0.0028	05LoUlBe
1	3	21	3	19	3	0	0	1	1	0	0	21-3-19-0-0-1-1-0-0	2511.57359	0.0028	05LoUlBe
4	4	21	1	20	1	1	0	0	0	0	0	21-1-20-1-0-0-0-0-0	2515.20586	0.0028	05LoUlBe
1	1	21	2	20	1	1	0	0	0	0	0	21-2-20-1-0-0-0-0-0	2516.72865	0.0028	05LoUlBe
1	1	21	10	12	1	0	1	0	0	0	0	21-10-12-0-1-0-0-0-0	2522.925884083	0.000840109	Marvel
2	2	21	10	11	1	0	1	0	0	0	0	21-10-11-0-1-0-0-0-0	2522.926000087	0.00081707	Marvel
3	3	21	5	17	1	0	0	0	0	0	2	21-5-17-0-0-0-0-0-2	2536.08873	0.0028	05LoUlBe
1	4	21	1	20	4	0	0	1	0	0	1	21-1-20-0-0-1-0-0-1	2537.41964	0.0028	05LoUlBe
2	2	21	2	19	1	1	0	0	0	0	0	21-2-19-1-0-0-0-0-0	2542.43574	0.0028	05LoUlBe
3	4	21	7	14	2	0	0	0	1	0	1	21-7-14-0-0-0-1-0-1	2551.03732	0.0028	05LoUlBe
4	3	21	7	15	2	0	0	0	1	0	1	21-7-15-0-0-0-1-0-1	2551.4486	0.0028	05LoUlBe
4	4	21	3	18	1	1	0	0	0	0	0	21-3-18-1-0-0-0-0-0	2561.90982	0.0028	05LoUlBe
2	3	21	3	19	4	0	0	1	0	0	1	21-3-19-0-0-1-0-0-1	2566.40349	0.0028	05LoUlBe
1	1	21	4	18	1	1	0	0	0	0	0	21-4-18-1-0-0-0-0-0	2568.26708	0.0028	05LoUlBe
2	2	21	4	17	1	1	0	0	0	0	0	21-4-17-1-0-0-0-0-0	2571.59687	0.0028	05LoUlBe
1	4	21	3	18	4	0	0	1	0	0	1	21-3-18-0-0-1-0-0-1	2575.10133	0.0028	05LoUlBe
3	2	21	0	21	4	0	0	0	0	1	0	21-0-21-0-0-0-0-1-0	2581.69222	0.0028	05LoUlBe
2	3	21	1	21	4	0	0	0	0	1	0	21-1-21-0-0-0-0-1-0	2581.71551	0.0028	05LoUlBe
1	3	21	5	17	3	0	0	1	1	0	0	21-5-17-0-0-1-1-0-0	2582.17557	0.0028	05LoUlBe
2	4	21	5	16	3	0	0	1	1	0	0	21-5-16-0-0-1-1-0-0	2582.20659	0.0028	05LoUlBe
1	1	21	6	16	1	0	0	0	0	0	2	21-6-16-0-0-0-0-0-2	2586.61812	0.0028	05LoUlBe
3	3	21	11	11	1	0	1	0	0	0	0	21-11-11-0-1-0-0-0-0	2600.78977219	0.020704414	Marvel
4	4	21	11	10	1	0	1	0	0	0	0	21-11-10-0-1-0-0-0-0	2600.789867301	0.02056539	Marvel
3	3	21	5	17	1	1	0	0	0	0	0	21-5-17-1-0-0-0-0-0	2602.96239	0.0028	05LoUlBe
4	4	21	5	16	1	1	0	0	0	0	0	21-5-16-1-0-0-0-0-0	2603.41079	0.0028	05LoUlBe
1	2	21	8	13	2	0	0	0	1	0	1	21-8-13-0-0-0-1-0-1	2604.64446	0.0028	05LoUlBe
2	1	21	8	14	2	0	0	0	1	0	1	21-8-14-0-0-0-1-0-1	2604.64905	0.0028	05LoUlBe
1	4	21	1	20	4	0	0	0	0	1	0	21-1-20-0-0-0-0-1-0	2615.35711	0.0028	05LoUlBe
4	1	21	2	20	4	0	0	0	0	1	0	21-2-20-0-0-0-0-1-0	2615.79055	0.0028	05LoUlBe
1	4	21	5	16	4	0	0	1	0	0	1	21-5-16-0-0-1-0-0-1	2636.57683	0.0028	05LoUlBe
1	1	21	10	12	1	0	0	0	2	0	0	21-10-12-0-0-0-2-0-0	2636.96021	0.0028	05LoUlBe
2	2	21	10	11	1	0	0	0	2	0	0	21-10-11-0-0-0-2-0-0	2636.96021	0.0028	05LoUlBe
3	3	21	7	15	1	0	0	0	0	0	2	21-7-15-0-0-0-0-0-2	2638.79014	0.0028	05LoUlBe
4	4	21	7	14	1	0	0	0	0	0	2	21-7-14-0-0-0-0-0-2	2638.792	0.0028	05LoUlBe
3	2	21	2	19	4	0	0	0	0	1	0	21-2-19-0-0-0-0-1-0	2641.91436	0.0028	05LoUlBe
1	1	21	6	16	1	1	0	0	0	0	0	21-6-16-1-0-0-0-0-0	2643.55153	0.0028	05LoUlBe
2	2	21	6	15	1	1	0	0	0	0	0	21-6-15-1-0-0-0-0-0	2643.58115	0.0028	05LoUlBe
2	3	21	3	19	4	0	0	0	0	1	0	21-3-19-0-0-0-0-1-0	2645.97665	0.0028	05LoUlBe
1	4	21	3	18	4	0	0	0	0	1	0	21-3-18-0-0-0-0-1-0	2658.54723	0.0028	05LoUlBe
4	3	21	9	13	2	0	0	0	1	0	1	21-9-13-0-0-0-1-0-1	2665.90361	0.0028	05LoUlBe
3	4	21	9	12	2	0	0	0	1	0	1	21-9-12-0-0-0-1-0-1	2665.90361	0.0028	05LoUlBe
4	1	21	4	18	4	0	0	0	0	1	0	21-4-18-0-0-0-0-1-0	2675.18395	0.0028	05LoUlBe
3	2	21	4	17	4	0	0	0	0	1	0	21-4-17-0-0-0-0-1-0	2677.91247	0.0028	05LoUlBe
4	1	21	6	16	4	0	0	1	0	0	1	21-6-16-0-0-1-0-0-1	2681.7115	0.0028	05LoUlBe
3	2	21	6	15	4	0	0	1	0	0	1	21-6-15-0-0-1-0-0-1	2681.72742	0.0028	05LoUlBe
1	1	21	12	10	1	0	1	0	0	0	0	21-12-10-0-1-0-0-0-0	2685.972011934	0.000951758	Marvel
2	2	21	12	9	1	0	1	0	0	0	0	21-12-9-0-1-0-0-0-0	2685.972042604	0.000950758	Marvel
2	2	21	2	19	1	0	0	2	0	0	0	21-2-19-0-0-2-0-0-0	2690.51786	0.0028	05LoUlBe
3	3	21	7	15	1	1	0	0	0	0	0	21-7-15-1-0-0-0-0-0	2691.2961	0.0028	05LoUlBe
4	4	21	7	14	1	1	0	0	0	0	0	21-7-14-1-0-0-0-0-0	2691.2961	0.0028	05LoUlBe
1	1	21	8	14	1	0	0	0	0	0	2	21-8-14-0-0-0-0-0-2	2699.33581	0.0028	05LoUlBe
2	2	21	8	13	1	0	0	0	0	0	2	21-8-13-0-0-0-0-0-2	2699.34903	0.0028	05LoUlBe
1	4	21	5	16	4	0	0	0	0	1	0	21-5-16-0-0-0-0-1-0	2707.54954	0.0028	05LoUlBe
2	3	21	5	17	4	0	0	0	0	1	0	21-5-17-0-0-0-0-1-0	2707.76571	0.0028	05LoUlBe
3	2	21	6	15	4	0	0	0	0	1	0	21-6-15-0-0-0-0-1-0	2745.94696	0.0028	05LoUlBe
4	1	21	6	16	4	0	0	0	0	1	0	21-6-16-0-0-0-0-1-0	2746.09146	0.0028	05LoUlBe
1	1	21	8	14	1	1	0	0	0	0	0	21-8-14-1-0-0-0-0-0	2746.4863	0.0028	05LoUlBe
2	2	21	8	13	1	1	0	0	0	0	0	21-8-13-1-0-0-0-0-0	2746.4863	0.0028	05LoUlBe
3	3	21	13	9	1	0	1	0	0	0	0	21-13-9-0-1-0-0-0-0	2778.421013505	0.001100078	Marvel
4	4	21	13	8	1	0	1	0	0	0	0	21-13-8-0-1-0-0-0-0	2778.421013533	0.001271414	Marvel
1	1	21	6	16	1	0	0	2	0	0	0	21-6-16-0-0-2-0-0-0	2791.173	0.0028	05LoUlBe
2	2	21	6	15	1	0	0	2	0	0	0	21-6-15-0-0-2-0-0-0	2791.19337	0.0028	05LoUlBe
4	1	21	8	14	4	0	0	1	0	0	1	21-8-14-0-0-1-0-0-1	2797.65162	0.0028	05LoUlBe
3	2	21	8	13	4	0	0	1	0	0	1	21-8-13-0-0-1-0-0-1	2797.65162	0.0028	05LoUlBe
1	4	21	7	14	4	0	0	0	0	1	0	21-7-14-0-0-0-0-1-0	2804.72448	0.0028	05LoUlBe
2	3	21	7	15	4	0	0	0	0	1	0	21-7-15-0-0-0-0-1-0	2804.74531	0.0028	05LoUlBe
3	3	21	9	13	1	1	0	0	0	0	0	21-9-13-1-0-0-0-0-0	2807.83286	0.0028	05LoUlBe
4	4	21	9	12	1	1	0	0	0	0	0	21-9-12-1-0-0-0-0-0	2807.83286	0.0028	05LoUlBe
2	3	21	9	13	4	0	0	1	0	0	1	21-9-13-0-0-1-0-0-1	2838.44825	0.0028	05LoUlBe
1	4	21	9	12	4	0	0	1	0	0	1	21-9-12-0-0-1-0-0-1	2838.44825	0.0028	05LoUlBe
3	3	21	7	15	1	0	0	2	0	0	0	21-7-15-0-0-2-0-0-0	2842.51734	0.0028	05LoUlBe
4	4	21	7	14	1	0	0	2	0	0	0	21-7-14-0-0-2-0-0-0	2842.51734	0.0028	05LoUlBe
4	1	21	8	14	4	0	0	0	0	1	0	21-8-14-0-0-0-0-1-0	2857.9826	0.0028	05LoUlBe
3	2	21	8	13	4	0	0	0	0	1	0	21-8-13-0-0-0-0-1-0	2857.9826	0.0028	05LoUlBe
1	1	21	10	12	1	0	0	0	0	0	2	21-10-12-0-0-0-0-0-2	2868.70545	0.0028	05LoUlBe
2	2	21	10	11	1	0	0	0	0	0	2	21-10-11-0-0-0-0-0-2	2868.70545	0.0028	05LoUlBe
1	1	21	14	8	1	0	1	0	0	0	0	21-14-8-0-1-0-0-0-0	2878.088798271	0.020717758	Marvel
2	2	21	14	7	1	0	1	0	0	0	0	21-14-7-0-1-0-0-0-0	2878.088866309	0.020718758	Marvel
1	1	21	10	12	1	1	0	0	0	0	0	21-10-12-1-0-0-0-0-0	2878.92351	0.0028	05LoUlBe
2	2	21	10	11	1	1	0	0	0	0	0	21-10-11-1-0-0-0-0-0	2878.92351	0.0028	05LoUlBe
1	1	21	8	14	1	0	0	2	0	0	0	21-8-14-0-0-2-0-0-0	2900.5798	0.0028	05LoUlBe
2	2	21	8	13	1	0	0	2	0	0	0	21-8-13-0-0-2-0-0-0	2900.5798	0.0028	05LoUlBe
2	3	21	9	13	4	0	0	0	0	1	0	21-9-13-0-0-0-0-1-0	2920.17956	0.0028	05LoUlBe
1	4	21	9	12	4	0	0	0	0	1	0	21-9-12-0-0-0-0-1-0	2920.17956	0.0028	05LoUlBe
3	3	21	15	7	1	0	1	0	0	0	0	21-15-7-0-1-0-0-0-0	2984.926648963	0.001438414	Marvel
4	4	21	15	6	1	0	1	0	0	0	0	21-15-6-0-1-0-0-0-0	2984.926715691	0.001267078	Marvel
4	1	21	10	12	4	0	0	0	0	1	0	21-10-12-0-0-0-0-1-0	2990.62445	0.0028	05LoUlBe
3	2	21	10	11	4	0	0	0	0	1	0	21-10-11-0-0-0-0-1-0	2990.62445	0.0028	05LoUlBe
2	3	21	11	11	4	0	0	0	0	1	0	21-11-11-0-0-0-0-1-0	3069.21731	0.0028	05LoUlBe
1	4	21	11	10	4	0	0	0	0	1	0	21-11-10-0-0-0-0-1-0	3069.21731	0.0028	05LoUlBe
4	1	21	12	10	4	0	0	0	0	1	0	21-12-10-0-0-0-0-1-0	3158.24887	0.0028	05LoUlBe
3	2	21	12	9	4	0	0	0	0	1	0	21-12-9-0-0-0-0-1-0	3158.24887	0.0028	05LoUlBe
2	3	21	13	9	4	0	0	0	0	1	0	21-13-9-0-0-0-0-1-0	3238.93783	0.0028	05LoUlBe
1	4	21	13	8	4	0	0	0	0	1	0	21-13-8-0-0-0-0-1-0	3238.93783	0.0028	05LoUlBe
2	3	21	15	7	4	0	0	0	0	1	0	21-15-7-0-0-0-0-1-0	3450.25863	0.0028	05LoUlBe
1	4	21	15	6	4	0	0	0	0	1	0	21-15-6-0-0-0-0-1-0	3450.25863	0.0028	05LoUlBe
4	1	21	16	6	4	0	0	0	0	1	0	21-16-6-0-0-0-0-1-0	3566.18808	0.0028	05LoUlBe
3	2	21	16	5	4	0	0	0	0	1	0	21-16-5-0-0-0-0-1-0	3566.18808	0.0028	05LoUlBe
1	1	22	0	22	1	0	0	0	0	0	0	22-0-22-0-0-0-0-0-0	460.538127436	9.1736E-05	Marvel
4	4	22	1	22	1	0	0	0	0	0	0	22-1-22-0-0-0-0-0-0	460.548288547	0.000369113	Marvel
3	3	22	1	21	1	0	0	0	0	0	0	22-1-21-0-0-0-0-0-0	495.586633069	0.000366111	Marvel
2	2	22	2	21	1	0	0	0	0	0	0	22-2-21-0-0-0-0-0-0	495.907657269	9.5072E-05	Marvel
1	1	22	2	20	1	0	0	0	0	0	0	22-2-20-0-0-0-0-0-0	523.637356162	9.1072E-05	Marvel
4	4	22	3	20	1	0	0	0	0	0	0	22-3-20-0-0-0-0-0-0	527.141289598	0.000368744	Marvel
3	3	22	3	19	1	0	0	0	0	0	0	22-3-19-0-0-0-0-0-0	542.751173599	0.000367079	Marvel
2	2	22	4	19	1	0	0	0	0	0	0	22-4-19-0-0-0-0-0-0	556.965925253	9.5403E-05	Marvel
1	1	22	4	18	1	0	0	0	0	0	0	22-4-18-0-0-0-0-0-0	561.635213558	9.3403E-05	Marvel
4	4	22	5	18	1	0	0	0	0	0	0	22-5-18-0-0-0-0-0-0	590.206876507	0.000368079	Marvel
3	3	22	5	17	1	0	0	0	0	0	0	22-5-17-0-0-0-0-0-0	590.808394506	0.000368113	Marvel
2	2	22	6	17	1	0	0	0	0	0	0	22-6-17-0-0-0-0-0-0	630.267484498	0.000102106	Marvel
1	1	22	6	16	1	0	0	0	0	0	0	22-6-16-0-0-0-0-0-0	630.309073777	9.6069E-05	Marvel
4	4	22	7	16	1	0	0	0	0	0	0	22-7-16-0-0-0-0-0-0	678.015612702	0.000370081	Marvel
3	3	22	7	15	1	0	0	0	0	0	0	22-7-15-0-0-0-0-0-0	678.017472182	0.000370114	Marvel
2	2	22	8	15	1	0	0	0	0	0	0	22-8-15-0-0-0-0-0-0	733.39230573	0.000270107	Marvel
1	1	22	8	14	1	0	0	0	0	0	0	22-8-14-0-0-0-0-0-0	733.392419341	0.00026407	Marvel
4	4	22	9	14	1	0	0	0	0	0	0	22-9-14-0-0-0-0-0-0	796.274926904	0.000538415	Marvel
3	3	22	9	13	1	0	0	0	0	0	0	22-9-13-0-0-0-0-0-0	796.275059433	0.000433705	Marvel
2	2	22	10	13	1	0	0	0	0	0	0	22-10-13-0-0-0-0-0-0	866.578753802	0.000438108	Marvel
1	1	22	10	12	1	0	0	0	0	0	0	22-10-12-0-0-0-0-0-0	866.578869812	0.000419072	Marvel
4	4	22	11	12	1	0	0	0	0	0	0	22-11-12-0-0-0-0-0-0	944.240685903	0.000704414	Marvel
3	3	22	11	11	1	0	0	0	0	0	0	22-11-11-0-0-0-0-0-0	944.240781014	0.000567392	Marvel
2	2	22	12	11	1	0	0	0	0	0	0	22-12-11-0-0-0-0-0-0	1029.207232813	0.000551758	Marvel
1	1	22	12	10	1	0	0	0	0	0	0	22-12-10-0-0-0-0-0-0	1029.207324764	0.000552759	Marvel
4	4	22	13	10	1	0	0	0	0	0	0	22-13-10-0-0-0-0-0-0	1121.429000546	0.000870414	Marvel
3	3	22	13	9	1	0	0	0	0	0	0	22-13-9-0-0-0-0-0-0	1121.429070575	0.000701079	Marvel
2	2	22	14	9	1	0	0	0	0	0	0	22-14-9-0-0-0-0-0-0	1220.857711105	0.000717758	Marvel
1	1	22	14	8	1	0	0	0	0	0	0	22-14-8-0-0-0-0-0-0	1220.857779144	0.000718758	Marvel
4	4	22	15	8	1	0	0	0	0	0	0	22-15-8-0-0-0-0-0-0	1327.44481196	0.001038414	Marvel
3	3	22	15	7	1	0	0	0	0	0	0	22-15-7-0-0-0-0-0-0	1327.4448787	0.000867078	Marvel
2	2	22	16	7	1	0	0	0	0	0	0	22-16-7-0-0-0-0-0-0	1441.140703871	0.000883757	Marvel
1	1	22	16	6	1	0	0	0	0	0	0	22-16-6-0-0-0-0-0-0	1441.140763566	0.000884758	Marvel
4	4	22	17	6	1	0	0	0	0	0	0	22-17-6-0-0-0-0-0-0	1561.867860973	0.000187125	Marvel
3	3	22	17	5	1	0	0	0	0	0	0	22-17-5-0-0-0-0-0-0	1561.867860982	0.000187131	Marvel
1	1	22	18	4	1	0	0	0	0	0	0	22-18-4-0-0-0-0-0-0	1689.627687005	2.7723E-05	Marvel
2	2	22	18	5	1	0	0	0	0	0	0	22-18-5-0-0-0-0-0-0	1689.627687006	2.7723E-05	Marvel
1	1	22	0	22	1	0	1	0	0	0	0	22-0-22-0-1-0-0-0-0	2158.996972191	0.010095072	Marvel
4	4	22	1	22	1	0	1	0	0	0	0	22-1-22-0-1-0-0-0-0	2159.02378727	0.005370114	Marvel
3	3	22	1	21	1	0	1	0	0	0	0	22-1-21-0-1-0-0-0-0	2193.961231192	0.000765111	Marvel
2	2	22	2	21	1	0	1	0	0	0	0	22-2-21-0-1-0-0-0-0	2194.292015972	0.000491072	Marvel
1	1	22	2	20	1	0	1	0	0	0	0	22-2-20-0-1-0-0-0-0	2221.883586386	0.000494403	Marvel
4	4	22	3	20	1	0	1	0	0	0	0	22-3-20-0-1-0-0-0-0	2225.462430073	0.000767079	Marvel
3	3	22	3	19	1	0	1	0	0	0	0	22-3-19-0-1-0-0-0-0	2240.89985549	0.000768744	Marvel
2	2	22	4	19	1	0	1	0	0	0	0	22-4-19-0-1-0-0-0-0	2255.276427292	0.000493403	Marvel
1	1	22	4	18	1	0	1	0	0	0	0	22-4-18-0-1-0-0-0-0	2259.845385742	0.000422402	Marvel
4	4	22	5	18	1	0	1	0	0	0	0	22-5-18-0-1-0-0-0-0	2288.572532781	0.000527079	Marvel
3	3	22	5	17	1	0	1	0	0	0	0	22-5-17-0-1-0-0-0-0	2289.154427349	0.000527112	Marvel
1	1	22	0	22	1	0	0	0	2	0	0	22-0-22-0-0-0-2-0-0	2327.5817	0.0028	05LoUlBe
4	4	22	1	22	1	0	0	0	2	0	0	22-1-22-0-0-0-2-0-0	2327.58956	0.0028	05LoUlBe
2	2	22	6	17	1	0	1	0	0	0	0	22-6-17-0-1-0-0-0-0	2328.72459831	0.000496069	Marvel
1	1	22	6	16	1	0	1	0	0	0	0	22-6-16-0-1-0-0-0-0	2328.764781554	0.000502106	Marvel
3	3	22	1	21	1	0	0	0	2	0	0	22-1-21-0-0-0-2-0-0	2356.49938	0.0028	05LoUlBe
2	2	22	2	21	1	0	0	0	2	0	0	22-2-21-0-0-0-2-0-0	2356.73291	0.0028	05LoUlBe
4	4	22	7	16	1	0	1	0	0	0	0	22-7-16-0-1-0-0-0-0	2376.579974831	0.050371082	Marvel
3	3	22	7	15	1	0	1	0	0	0	0	22-7-15-0-1-0-0-0-0	2376.581525543	0.050371115	Marvel
1	1	22	2	20	1	0	0	0	2	0	0	22-2-20-0-0-0-2-0-0	2380.59078	0.0028	05LoUlBe
4	4	22	3	20	1	0	0	0	2	0	0	22-3-20-0-0-0-2-0-0	2383.21324	0.0028	05LoUlBe
2	1	22	0	22	2	0	0	0	1	0	1	22-0-22-0-0-0-1-0-1	2388.67456	0.0028	05LoUlBe
2	2	22	4	19	1	0	0	0	2	0	0	22-4-19-0-0-0-2-0-0	2408.78614	0.0028	05LoUlBe
1	1	22	4	18	1	0	0	0	2	0	0	22-4-18-0-0-0-2-0-0	2412.56119	0.0028	05LoUlBe
